Area..sq.km.,Area_ha_mean,Area_ha_median,Area_ha_stddev
2186.1574,6.030929,1.366029,34.731493
5285.6047,6.030929,1.366029,34.731493
2186.1574,6.030929,1.366029,34.731493
5285.6047,6.030929,1.366029,34.731493
2186.1574,6.030929,1.366029,34.731493
5285.6047,6.030929,1.366029,34.731493
2186.1574,6.030929,1.366029,34.731493
5285.6047,6.030929,1.366029,34.731493
2186.1574,6.030929,1.366029,34.731493
5285.6047,6.030929,1.366029,34.731493
2186.1574,6.030929,1.366029,34.731493
5285.6047,6.030929,1.366029,34.731493
2186.1574,6.030929,1.366029,34.731493
5285.6047,6.030929,1.366029,34.731493
2186.1574,6.030929,1.366029,34.731493
5285.6047,6.030929,1.366029,34.731493
2186.1574,6.030929,1.366029,34.731493
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
174.6213,2.40498,1.075775,5.913656
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
470.0022,4.433422,1.26683,26.16965
712.0651,2.935042,1.106199,16.882154
712.0651,2.935042,1.106199,16.882154
712.0651,2.935042,1.106199,16.882154
712.0651,2.935042,1.106199,16.882154
712.0651,2.935042,1.106199,16.882154
712.0651,2.935042,1.106199,16.882154
712.0651,2.935042,1.106199,16.882154
712.0651,2.935042,1.106199,16.882154
712.0651,2.935042,1.106199,16.882154
712.0651,2.935042,1.106199,16.882154
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
2535.1434,6.716712,1.631034,25.676467
1125.8226,5.762194,1.625778,22.698628
836.9172,5.762194,1.625778,22.698628
1125.8226,5.762194,1.625778,22.698628
836.9172,5.762194,1.625778,22.698628
1125.8226,5.762194,1.625778,22.698628
836.9172,5.762194,1.625778,22.698628
1125.8226,5.762194,1.625778,22.698628
836.9172,5.762194,1.625778,22.698628
1125.8226,5.762194,1.625778,22.698628
836.9172,5.762194,1.625778,22.698628
1125.8226,5.762194,1.625778,22.698628
836.9172,5.762194,1.625778,22.698628
1125.8226,5.762194,1.625778,22.698628
836.9172,5.762194,1.625778,22.698628
1125.8226,5.762194,1.625778,22.698628
836.9172,5.762194,1.625778,22.698628
1125.8226,5.762194,1.625778,22.698628
836.9172,5.762194,1.625778,22.698628
1125.8226,5.762194,1.625778,22.698628
836.9172,5.762194,1.625778,22.698628
1125.8226,5.762194,1.625778,22.698628
836.9172,5.762194,1.625778,22.698628
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
1125.8226,5.089868,1.447352,22.597788
836.9172,5.089868,1.447352,22.597788
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,3.636432,1.384987,6.645632
503.7739,3.636432,1.384987,6.645632
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
439.8304,4.037023,1.379755,12.979487
503.7739,4.037023,1.379755,12.979487
1784.9811,6.282794,1.51248,30.372565
1618.3449,6.282794,1.51248,30.372565
2370.2763,6.282794,1.51248,30.372565
1784.9811,6.282794,1.51248,30.372565
1618.3449,6.282794,1.51248,30.372565
2370.2763,6.282794,1.51248,30.372565
1784.9811,6.282794,1.51248,30.372565
1618.3449,6.282794,1.51248,30.372565
2370.2763,6.282794,1.51248,30.372565
1784.9811,6.282794,1.51248,30.372565
1618.3449,6.282794,1.51248,30.372565
2370.2763,6.282794,1.51248,30.372565
1784.9811,6.282794,1.51248,30.372565
1618.3449,6.282794,1.51248,30.372565
2370.2763,6.282794,1.51248,30.372565
1784.9811,6.282794,1.51248,30.372565
1618.3449,6.282794,1.51248,30.372565
2370.2763,6.282794,1.51248,30.372565
1784.9811,6.282794,1.51248,30.372565
1618.3449,6.282794,1.51248,30.372565
2370.2763,6.282794,1.51248,30.372565
1784.9811,6.282794,1.51248,30.372565
1618.3449,6.282794,1.51248,30.372565
2370.2763,6.282794,1.51248,30.372565
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,3.890731,1.427386,9.366968
1618.3449,3.890731,1.427386,9.366968
2370.2763,3.890731,1.427386,9.366968
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
1784.9811,4.857651,1.555266,23.030777
1618.3449,4.857651,1.555266,23.030777
2370.2763,4.857651,1.555266,23.030777
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
377.6145,4.254604,1.405627,12.293306
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,8.617064,1.629918,37.823414
250.7852,8.617064,1.629918,37.823414
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
441.2447,5.909588,1.415323,21.504529
250.7852,5.909588,1.415323,21.504529
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,3.434115,1.434892,7.292666
140.9144,3.434115,1.434892,7.292666
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
140.9144,4.722947,1.475774,11.930756
331.1486,4.722947,1.475774,11.930756
