"asc_A","asc_B","asc_C","mu_Tax","mu_Sound","mu_Smell","mu_Colour","mu_Deadwood","sig_Tax","sig_Sound","sig_Smell","sig_Colour","sig_Deadwood","mu_Sound2","mu_Smell2","mu_Colour2","mu_Deadwood2","sig_Sound2","sig_Smell2","sig_Colour2","sig_Deadwood2","logLike"
0,0,-2.15346773013662,-3.66961007147812,-0.206231333096085,-0.663352995160374,4.62388160707895,-0.816423808421538,-2.70219052284933,-0.432742144167193,0.8168452192622,-0.444448589395068,-1.45913733539781,1.7487529777302,1.03114733075343,1.61290580907983,-7.94384181928912,5.90883144296968,-0.402731407602075,-0.576266514842934,-0.230248163896781,-13125.6841423865
0,0,-2.12546548733785,-3.69090020155627,-0.229868299353485,-1.60246795594334,4.2525067408085,-0.276863599465897,-2.85355466537026,-0.660090813566878,1.40355069634308,-1.01881043487773,-1.99151112495436,1.94905865311639,0.303962887110077,1.91724845401844,-7.69165612521844,7.14065237369691,-0.0950297267305305,-0.516721184712104,-0.358984545537118,-13088.5947998256
0,0,-2.06523994809442,-3.75507657014471,-0.129930145882822,-1.15740659394812,2.7869858283989,0.0797301050043888,-3.05844526890184,0.949486639055009,1.93277265902732,-2.31200534229886,-2.4030578542038,2.33416107304202,-0.282577233434981,1.14402185201311,-6.70317531690374,8.20623314904942,-0.645499994553982,-0.373426819123065,-0.325687791373186,-13067.3230106954
0,0,-2.00582379205056,-3.81999519780307,0.399270975116183,0.335149660942068,1.06769242200688,-0.327360104035439,-3.26403803821438,0.6608692352662,1.88931829926101,-2.47374035263015,-3.09703007741074,2.38483563112852,-0.246129951177118,0.646226716958276,-6.4480697295173,8.60992512234262,0.008478485667893,-0.967743719164408,-0.500658811861114,-13051.3745979585
0,0,-1.94629315328406,-3.88797705131936,0.267212065482394,1.21517226077043,0.260573339424682,0.369239772084263,-3.36267522237298,0.702595082764148,1.09909422954659,-1.81994903534466,-2.05266594052546,1.91026811929829,-0.358191041132134,0.845207682558566,-6.27406579604535,8.06578978087883,0.761097693655333,-1.26201885223137,-0.350328402824242,-13027.6435362614
0,0,-1.89595385487174,-3.94224561369064,0.420634410951659,1.58367098304484,-0.197122472040758,0.8177645842106,-3.40124683620436,0.281594523764896,0.395589841898356,-0.67931692530947,-1.91531140318124,1.16921659328424,-0.340555402626987,1.89063194017364,-6.65040610741671,7.02179844853713,-0.278525200395233,-0.530285832220645,0.125194663746145,-13017.5496123604
0,0,-1.88474648220667,-3.95329346360673,0.285138719996236,-0.958644251210944,1.76842502591361,0.609685176060535,-3.28837968005284,0.380764858006006,-1.00381363429905,-0.722874567408988,-2.29350727605802,0.947489344782201,1.30891980959219,1.88857908103769,-6.32144008628905,4.32826199779078,1.41325768737985,2.16658762664394,-0.267134317465043,-12989.2321226268
0,0,-1.88468683226832,-3.95362587420053,0.297469073442756,-1.00393681447983,1.81897122518972,0.580255498831173,-3.28371252864512,0.405581888685007,-0.964097360774292,-0.708302051192217,-2.2853928352265,0.94165959602454,1.35313687066404,1.91861216854114,-6.32779422378894,4.20362695039984,1.49637806698006,2.30648415636439,-0.280434106198972,-12988.3757879069
0,0,-1.96007911196996,-3.87659678755045,0.338511718535844,-0.932204017954445,1.45497440464722,-0.530275082126319,-3.29818456218429,1.34281747646765,-0.785789769255364,0.538652714183247,-0.83400357781976,1.7137471957656,1.24271330166593,3.24137588689365,-6.43987867505753,5.59109091499459,1.16675758936881,2.82304817261422,-0.23239966960055,-12973.4662781507
0,0,-2.01900085315916,-3.82986032223735,0.192658013710811,-0.576940528733941,1.23282555750302,-0.823554032243075,-3.33684308355645,0.630272478528902,-0.525066387626138,0.982097206153251,0.563592707186441,2.33737463436525,1.38264418195801,3.11829367012818,-5.61978673265678,6.41771431374412,0.354525216084324,3.95880029665899,0.0630274971269114,-12970.7954357716
0,0,-2.07175613271031,-3.79724227171379,-0.127237653450711,-0.173761387421069,1.72630938463181,-0.572979283223083,-3.33861780421284,-0.042638765944667,0.518029459945629,0.250052073445754,1.05192471075766,2.48276575633333,1.44182244531507,3.28732106809166,-4.91452824950422,6.44278036936868,-0.592164620994899,3.30153906993706,0.447811036140292,-12956.8140525152
0,0,-2.06907361091093,-3.80862128463963,-0.58323157824467,0.154250951993009,1.85478194755933,-0.0195898702524245,-3.32217397386811,-0.0831066097115449,0.706244908141839,0.654469824942716,0.741649770618981,2.24060243557928,1.62134541337725,3.25640206609875,-4.57442304001738,5.92664353693624,-0.841916340973891,2.73540660845951,0.840901729703269,-12948.8353261361
0,0,-1.98185074499016,-3.90062556901055,-0.851126407495792,0.0983098040095162,1.7265800118871,0.922991486748968,-3.40990704424966,0.589070580120257,-1.28176222284079,0.620289234345419,-1.24827108659388,1.69281240250964,1.66814299177787,3.63907311073874,-4.65446100633111,5.14089275736476,-0.015670197199613,3.63350853220781,1.73340148383487,-12941.2743280527
0,0,-1.97001241325558,-3.91298842693994,-0.78873442213882,0.101696091656256,1.68813818430596,0.865193273209265,-3.41353270791405,0.456033916988719,-1.55833538972218,0.25226872982703,-1.00942920936765,1.63532736566318,1.71430253218458,3.92928236542856,-4.79467737794851,4.92206348233811,-0.044508946763103,3.63241341091673,1.92614039656331,-12940.011082092
0,0,-1.99651542392838,-3.89439930857187,-1.23937984819351,0.058198135057751,2.38825733029122,0.802939914037663,-3.35462662568993,0.542146837029103,-1.3458193190442,0.235664255737045,-0.889647737523324,1.76793826790572,2.06808679736374,4.26820145790561,-4.67527239088996,5.00827364629769,-0.35200035994744,3.82120791293623,1.88155637531219,-12935.5811680511
0,0,-2.02546327835492,-3.87875010656815,-1.8109623526516,-0.122003564320802,3.38045986378639,0.839306494466576,-3.26464333713822,0.681748856144016,-1.89998933655511,-0.113075526988071,-1.05939645861197,1.87939232667539,2.62946788039897,4.99095279701179,-4.54672152188418,4.48686855812317,-0.689186478319567,4.31764192525119,1.96177311827369,-12932.6565762688
0,0,-2.03049252287714,-3.87987057830592,-1.66065412617235,-0.319587323704255,3.52511960045225,0.838165578679013,-3.24741526408534,0.672466065811314,-1.94175492189702,-0.000146323999538109,-1.07159807711205,2.06949896924932,2.53665961027319,5.08118453624167,-4.30106476440603,4.20261697251416,-0.770806650832945,4.3078995614906,2.14411180549307,-12931.0533632159
0,0,-2.03978165717388,-3.88979723798163,-1.25292612802248,-0.862661745401961,4.04465025091011,0.770215644271147,-3.1861870207559,0.738859667045317,-2.08435754047052,0.10580686321819,-1.18787455131506,2.59944677471678,2.41859958335713,5.45588926902161,-3.6925774374704,3.33191979855494,-0.777471530184419,4.36100819652844,3.56303833790321,-12929.0083026817
0,0,-2.02580667487539,-3.9113262224689,-1.41665441024855,-0.868184121472068,4.18538545343012,1.0409364614839,-3.15455258264864,0.302332643200953,-1.50472739659725,0.341853921597365,-0.974329098453673,2.53218293766905,2.74797433666836,5.41969437492312,-3.52480915950038,3.51388268813814,-0.714942239286814,4.61338947919537,4.46864842634527,-12926.3195391932
0,0,-2.01300058369283,-3.92138905265846,-1.51614365446979,-0.506596323502786,3.77898313899325,1.25282473777688,-3.16946525042005,0.246208118456895,-1.27261571068512,0.400089670180705,-0.76688692909079,2.19491229400774,3.03944072008073,5.54688001318162,-3.90052174772438,3.86887444597664,-0.555345480397663,4.75778677412423,3.41025142776081,-12923.2732866392
0,0,-2.02249425359014,-3.91079160674411,-1.58399732585172,-0.0795593479790369,3.41617606167932,1.34479202127829,-3.1640946422657,0.372303066466891,-1.38057092636566,0.317827971300704,-1.03246183858177,2.04364901497411,3.07411858192163,6.00997660971208,-4.28890088293242,4.28498875216255,-0.469396221513844,4.89070373624094,3.50263266947367,-12921.7935413583
0,0,-2.05419888900269,-3.89028596152422,-1.68285167521778,-0.122308039152487,3.71507727061208,1.44594985930667,-3.08089984129571,0.316262786035529,-1.54854364634214,0.33639203741051,-1.09952207684477,2.21811996543773,3.30431797578604,6.68242510702129,-4.25985239237192,4.12350841559121,-0.551842036703076,5.27708726110378,4.46729294254088,-12921.3584481981
0,0,-2.05366182105259,-3.88799265088239,-1.53531530091138,-0.140103103851393,3.56356862509352,1.38576478277469,-3.09916232023254,0.306202139018721,-1.42199967764183,0.3869974320986,-1.05170323617295,2.27146913007525,3.2114479082156,6.59949614570714,-4.35889191661603,4.44138567050093,-0.290436862884002,5.30516246879228,4.04943847341843,-12920.5313290996
0,0,-2.04237598059136,-3.90093163277623,-1.48775343823643,-0.275881300689312,3.72136769558404,1.3678451465666,-3.10045095366272,0.394335354569826,-1.37956228649575,0.445757881222501,-1.17689798385834,2.36404994638886,3.20595357643588,6.46198384920024,-4.26723698148851,4.22614730246353,-0.240577704476062,5.22026128655801,3.38309479134591,-12920.2062792918
0,0,-2.04570935263708,-3.8998839911033,-1.47356284660699,-0.284988961836927,3.7406545203271,1.42761388030972,-3.08262623359133,0.407497646601944,-1.35336419765913,0.524132883461181,-1.24188854050851,2.43171395653906,3.22179165203383,6.63834284109799,-4.3073597420218,4.24229334484471,-0.162022605693983,5.30390594827904,3.56287660476585,-12919.7062969031
0,0,-2.04975634468874,-3.89917205870631,-1.45979124386099,-0.303364888930154,3.77989325490827,1.52420054569984,-3.05777917442531,0.424024032573875,-1.30475102270156,0.647521918460452,-1.36671704685362,2.5292050377491,3.23973191133358,6.86406342232534,-4.34434465050607,4.24554587913017,-0.0454797941162437,5.40555566758126,3.86420000933052,-12919.2634220759
0,0,-2.0544404036001,-3.89495160626459,-1.49907570026747,-0.361457171523598,3.88793651450641,1.54088902530101,-3.04246844188819,0.363283738016476,-1.18765750324529,0.745817760735182,-1.37729911908555,2.61766051793945,3.2927337720339,6.96048740710498,-4.3898078620665,4.33033807279583,0.0540375729599066,5.48610500855742,4.21100554670701,-12919.1888725568
0,0,-2.05422179706466,-3.89404165261101,-1.54283007176689,-0.422188536698172,3.98815859974824,1.53783851154125,-3.04074647304959,0.330287197541662,-1.06468308753515,0.777978748105396,-1.38774702022172,2.65686035869074,3.34796071604992,6.9069219205139,-4.41696790787942,4.3465687664721,0.0854334983297931,5.49876302974499,4.06439515183195,-12918.8117744379
0,0,-2.05822858734553,-3.88726735429385,-1.70752320838524,-0.563962018990769,4.25837795966869,1.58509725609931,-3.03431031059893,0.184254352409656,-0.607015519881648,0.898454735248273,-1.44150075687705,2.80635773449421,3.55219176880291,6.88170593347883,-4.54273440862323,4.52072592757189,0.249749307107799,5.62686331465956,4.02223459198997,-12918.5360396909
0,0,-2.05855242304529,-3.88546954394975,-1.74500577173368,-0.504261971443611,4.1925862093392,1.60160952510807,-3.04693451131356,0.169559299722789,-0.607688185367845,0.839144129510209,-1.45319681356364,2.77386035038479,3.56710624919313,6.89367769106531,-4.57670798841585,4.57556450696971,0.221901501593068,5.65178833086409,3.98666869663742,-12918.4555701575
0,0,-2.05687724192785,-3.88527374337838,-1.70953343766987,-0.467795780953135,4.06201962384661,1.58321184877771,-3.06638061869232,0.18229015261301,-0.655854203829967,0.759336825613478,-1.43964398016551,2.74835327963109,3.50326922706252,6.8856929993717,-4.57057224416437,4.61069443492011,0.19725286323723,5.63514303220193,3.98679887482163,-12918.4106025715
0,0,-2.04972484946813,-3.88466506518801,-1.71448229318168,-0.471407748512583,4.05767531726379,1.58742164369634,-3.06016571119114,0.182511514323145,-0.655883581633404,0.759792071821273,-1.43305666347423,2.75751073907094,3.50490426635668,6.88876537134055,-4.56974090310094,4.60111728664574,0.199485239997215,5.63164026032775,3.98646007815658,-12918.4025258125
0,0,-2.05211879556558,-3.88470892307862,-1.71688326858156,-0.473146784129837,4.05555267764473,1.58842752408729,-3.05747518486867,0.182617409654924,-0.655868275358803,0.759973662417159,-1.43064092885261,2.76089125401793,3.50541902669555,6.88996931753671,-4.56933595358694,4.59754786062669,0.200544283565912,5.63060249455126,3.98623637432483,-12918.3907467213
0,0,-2.05330734300814,-3.86695276463576,-1.73974796522123,-0.489142017900352,4.03656072211736,1.57371265578425,-3.05591929669088,0.183544367394711,-0.653787294386388,0.759551883411464,-1.42025048099622,2.76780846485116,3.50224254235795,6.89257572583804,-4.564218913282,4.59120777897516,0.212568806921741,5.64806050739376,3.9806738873886,-12918.3889419556
0,0,-2.05248594601681,-3.86842653693189,-1.74666346448335,-0.49422698092936,4.03088933261347,1.56705763610382,-3.05546600531255,0.183752575184523,-0.65295353471218,0.759162113796651,-1.41775892753972,2.76725920655876,3.50215842559285,6.89603579273862,-4.56231531469992,4.59181931841496,0.217223326544559,5.64862997149477,3.97802230558955,-12918.3802734823
0,0,-2.05260460377266,-3.86986228515234,-1.74910675576029,-0.496501657196609,4.02904910327751,1.56538211465631,-3.06019037832504,0.18365545365852,-0.652073179024301,0.758150282760131,-1.41558406344332,2.76758907451893,3.50164175798072,6.8982833188599,-4.56173506092812,4.59042114189808,0.220293439923564,5.64880585909831,3.97589459257391,-12918.3769389321
0,0,-2.05238264015497,-3.87363766746666,-1.75036318803342,-0.498218967002427,4.02826513195323,1.5645332534011,-3.0620777624525,0.183430603914222,-0.650987384336376,0.756736640359787,-1.41350930786898,2.76746081533003,3.49971088370932,6.89888539392462,-4.56253290731712,4.58874511082334,0.223156099189874,5.65169812045018,3.97486984714682,-12918.3748713535
0,0,-2.05344320162026,-3.87326948309357,-1.74183138482187,-0.510974821139647,4.03783100684749,1.5550559397155,-3.05603916102292,0.177513241620777,-0.629468119900567,0.726419726042627,-1.39489299027171,2.74491473018363,3.47681483153578,6.92218552597418,-4.58309775684462,4.57021482395139,0.258745420511504,5.65305260546381,3.96006446333689,-12918.3719097058
0,0,-2.05318268523398,-3.88251056725051,-1.72366033041928,-0.539965073890419,4.04290867679512,1.52507492113102,-3.04958433965534,0.166931962303216,-0.581016180759671,0.668985849490535,-1.39194725177936,2.7106651911294,3.49204302605247,6.94996417129427,-4.61212514374317,4.51684832765218,0.255544543048116,5.66523958883232,3.926967843573,-12918.3468715719
0,0,-2.0530513155018,-3.88400942708711,-1.72410471618996,-0.548126336068421,4.04007509875482,1.51983657519891,-3.05163388233311,0.164388368544941,-0.563624752428788,0.654938828044821,-1.3937092803388,2.70433504138087,3.49710788782368,6.95143537189208,-4.62584808204465,4.50799678466187,0.256137347249046,5.66316624841911,3.93393593414068,-12918.338996424
0,0,-2.05418604633705,-3.90907055514141,-1.8121221674895,-0.635159992279009,3.99183367828856,1.57202984193919,-3.06033153424729,0.0931213308200487,-0.097062650259622,0.405744326616716,-1.37668011014687,2.63865065708466,3.48483430774282,6.91648941755889,-4.65611346019561,4.5083621949564,0.165014548257887,5.61163772925974,3.96866693919061,-12918.1104849834
0,0,-2.05437557531061,-3.91311711033956,-1.82511657083338,-0.648278559132557,3.98420160452197,1.58014374632822,-3.0611855379479,0.0808562210433904,-0.0198610580278344,0.365324767022496,-1.37481805779632,2.62857869970183,3.48581608519285,6.90959240409023,-4.66080321033968,4.50800743090956,0.154275017113232,5.60407331667585,3.97247436333363,-12918.0719978118
0,0,-2.04697764591355,-3.90789748110992,-1.82392989442183,-0.647128977166354,3.98488531530289,1.5803659068741,-3.06240924910279,0.0801433040645409,-0.0181778505017755,0.364897879144953,-1.37491788158528,2.6292960117152,3.48536198520572,6.90761903999202,-4.6605821464073,4.50745034680672,0.155137626817792,5.60856681931117,3.97250603981706,-12918.0262256791
0,0,-2.05491838331933,-3.88160549096603,-1.81608919452738,-0.639285801385552,3.98854822976255,1.58030969303307,-3.06608030844129,0.0747033220260484,-0.00536047346903944,0.361932836937215,-1.37584840964366,2.63396443464458,3.48216687506494,6.89318832943111,-4.65869681400007,4.50348070886521,0.16215101624057,5.64063688446351,3.97257374416185,-12917.969392566
0,0,-2.05406505088785,-3.8785997796236,-1.79032734919863,-0.612618254796429,3.99740675155091,1.5724807908946,-3.03197624012136,0.0529648905575804,0.0454585440896839,0.353152915770818,-1.38101141475581,2.64602969512545,3.50197356056532,6.88885388663271,-4.64622719609447,4.49550900493094,0.196415002101098,5.65379160316113,3.96459477472697,-12917.8529790271
0,0,-2.05685103966962,-3.86730219357535,-1.76174578809462,-0.58278139278713,4.00768844920079,1.56491178313729,-3.02385679820922,0.0274013315807541,0.10479893752445,0.341963947663622,-1.38572733660986,2.66284242349265,3.53073291376916,6.89262072254114,-4.62987735887058,4.48139769693945,0.232191268114873,5.65311702995673,3.95202776940013,-12917.7512605171
0,0,-2.05230560758836,-3.91839237989104,-1.71103755852154,-0.518674874169346,4.02787888996095,1.54611399621043,-3.05626813148201,-0.0401036208061494,0.258609769637839,0.310791183969877,-1.39143878220344,2.68853887636287,3.55000275378752,6.89308171789071,-4.59981381274008,4.47138429958045,0.302165564432866,5.68560594979927,3.93250731737078,-12917.6529568204
0,0,-2.05400225989673,-3.91613470301463,-1.69121859403674,-0.385473715480174,4.00017395885163,1.43952703185793,-3.07993019434406,-0.348700217712963,0.958521624154178,0.16621679071326,-1.41182984355533,2.71703827403654,3.4165633718796,7.00336559304674,-4.48684024991126,4.57252919840447,0.481398286127912,5.68863266016048,3.88782133559117,-12917.1464339859
0,0,-2.05334836754737,-3.91940418194286,-1.69396233769227,-0.369804175599803,3.97736022190964,1.42296134652764,-3.08323477474039,-0.437894885840821,1.14340562313073,0.130506404799401,-1.41745905698671,2.73829676537453,3.39682562594671,7.0222967169853,-4.47192889470335,4.58287806859346,0.520790493624953,5.69239848574819,3.88487683732013,-12917.0422404961
0,0,-2.05827576027699,-3.90749264612103,-1.64959823360194,-0.341726517609088,3.95845278136186,1.50849754569764,-3.08495046903297,-0.540296567978863,1.22862990530217,0.0189839326774092,-1.42071344954105,2.73265414123635,3.38547471715776,7.02018836850381,-4.5426639620187,4.63582053401316,0.57876849592564,5.66414547783219,3.93864960148026,-12916.9316562186
0,0,-2.05964256325616,-3.89909995471103,-1.63105747202677,-0.301701286162246,3.87340260490343,1.55435155625638,-3.07868830315095,-0.726586034541895,1.25366612116358,-0.248753477927549,-1.52570902268883,2.72386387735599,3.44312722365106,7.01862983671724,-4.59353616443763,4.71002529922338,0.584264642057156,5.6714104928824,3.96904000198129,-12916.5330868369
0,0,-2.05947925921997,-3.89966379444057,-1.63354494589963,-0.295003638561416,3.86740646559571,1.5700543893497,-3.06989970540228,-0.738621175749841,1.2437850449546,-0.288873028051759,-1.51333469763531,2.73642566145046,3.44716956009621,7.02251976302162,-4.59311930767096,4.70421123764558,0.566363734128314,5.67508883017125,3.9721206131275,-12916.49454702
0,0,-2.05921110616679,-3.89949377328461,-1.63598377832532,-0.298866902292663,3.84699580714861,1.6013531861717,-3.060142172005,-0.757535801677033,1.22312427708382,-0.331826387049112,-1.47086772579955,2.74917357015882,3.46945549616206,7.01791016479961,-4.57778510818054,4.73077592485869,0.55152623754384,5.68513493246117,3.96071633116128,-12916.4276009243
0,0,-2.05898617986965,-3.89989609637537,-1.64311386622731,-0.301853354499462,3.84427653349136,1.60836418671763,-3.05822052693789,-0.746329071252792,1.22227908363187,-0.357943992159858,-1.46921250709567,2.7601031276847,3.47119743167327,7.01161763073866,-4.57617996829547,4.73879558501881,0.558761387335073,5.68564404808639,3.96102918867995,-12916.3988963825
0,0,-2.05796993748575,-3.89658535634527,-1.68685600489391,-0.303275532233319,3.8615195301787,1.58350103276776,-3.05704778942126,-0.664132467111472,1.1609421468651,-0.345096628545107,-1.51251611250044,2.81292449572678,3.47099743417901,6.96506339577214,-4.61210118198295,4.76497026064886,0.58309477913939,5.67478234545732,4.00280522631733,-12916.2787527314
0,0,-2.05772540300749,-3.89697773135687,-1.6333431465109,-0.321407901339205,3.86872381343511,1.57496376824984,-3.04901225949424,-0.630324279130748,1.13371924362684,-0.376217228106736,-1.55149959180036,2.82128456716209,3.44044958327004,6.95026185939384,-4.60063919803393,4.76153726620838,0.555271080739923,5.66863573904882,4.07800915893376,-12916.1535431603
0,0,-2.05610192564286,-3.89764800668661,-1.54908135916645,-0.368373032943774,3.86851159414961,1.5327644847446,-3.0398391433068,-0.576352636098329,1.05748017145336,-0.43620054590362,-1.60037771988694,2.82970446799514,3.37004340017153,6.93967835316888,-4.56454836393789,4.72342489501519,0.568492891147602,5.66409811151405,4.25207303348189,-12916.0886371781
0,0,-2.05548711963707,-3.89816491428856,-1.54625970560965,-0.395540868709544,3.87671733101353,1.51866702936673,-3.0427184705605,-0.546571109819079,1.04513655394816,-0.454950369600247,-1.59929507505681,2.80862052071969,3.37178178420979,6.91421334830234,-4.55281299113988,4.71084489683161,0.574401396155088,5.66123303667604,4.31209121708776,-12916.0331434108
0,0,-2.05483125446878,-3.90050412793953,-1.54812748764975,-0.417736441392173,3.88035976955245,1.52158790463753,-3.04544240667682,-0.525831826620551,1.02135955103922,-0.46433647325745,-1.6099323374275,2.79720163930133,3.35449244378655,6.88967032138492,-4.53381048955847,4.68954338190249,0.592393277458382,5.65752336694348,4.37202973100425,-12915.9700252386
0,0,-2.04837207980551,-3.92864922600846,-1.51678060228659,-0.663244743679963,3.89106424984911,1.57037927798827,-3.06619630902862,-0.364784476344063,0.960081686892306,-0.45277816635812,-1.6452966405354,2.59188004141321,3.24284661291412,6.83487745640449,-4.46044961642763,4.44119997754081,0.819411013756004,5.71104515336998,4.24131793151058,-12915.8785849961
0,0,-2.04883282982209,-3.91900148634691,-1.52160910331429,-0.437320743352043,3.69737231752443,1.40986801793129,-3.09137496387453,-0.41934424687256,1.01912833100742,-0.529228844918202,-1.41067965862864,2.5777880473851,3.29257768194799,6.98201918444017,-4.59249322829699,4.4373837023487,0.91404051368943,5.85146779763538,4.19684055990429,-12915.611261539
0,0,-2.05015735190804,-3.91709457672252,-1.54798102406106,-0.418405160962742,3.73274933874091,1.42135336066713,-3.08968324350917,-0.4789488778118,1.02750333595606,-0.541346288190363,-1.39755223317359,2.62269014854455,3.30406892969298,6.98046205275044,-4.56433065403113,4.4677704304196,0.920471144169176,5.86018988054359,4.19512712267637,-12915.5596304595
0,0,-2.05838321186661,-3.90523814227268,-1.54262287924775,-0.479519063878011,3.84358276274937,1.59301740818506,-3.08502156920641,-0.553852364417487,1.07152957076033,-0.447687907892986,-1.55020967065165,2.82784874213891,3.41687434520455,7.09643885170327,-4.36782099259263,4.64673145589695,0.938376932462076,5.95004039617099,4.31712270466931,-12915.4752744718
0,0,-2.06060542458829,-3.89604946529956,-1.59101811782502,-0.474400706885022,3.9969928045904,1.5632140007323,-3.06494789407779,-0.661123441676478,1.10270964912276,-0.451908399494668,-1.53888243236071,2.72046807679415,3.44727609730598,7.0810874846457,-4.46230892246467,4.60244815049928,0.938786114211001,5.95293892598491,4.28782162857107,-12915.4285552843
0,0,-2.05679965485927,-3.90382338579968,-1.58547592298588,-0.46392326925604,3.84826339587607,1.52198257052482,-3.07398104810152,-0.582103764848861,1.04127626123073,-0.469215380709843,-1.50097139886649,2.71662660639677,3.42874823717421,7.06774114190738,-4.55179185206217,4.58121667585113,0.961697013689913,5.96003341966868,4.24662308154062,-12915.3630294527
0,0,-2.0568333274461,-3.90476684517358,-1.59123268168947,-0.446952871664008,3.83418269307601,1.5352772732937,-3.07435011034683,-0.583831888466731,1.04035737298845,-0.463433562824904,-1.51439260146506,2.72622880858744,3.42845566778999,7.06682853454066,-4.54457830485026,4.58580473386023,0.963984998564921,5.96095082363435,4.25178304952059,-12915.3441778312
0,0,-2.05715352637797,-3.90483426073588,-1.5928936585176,-0.448630585959516,3.84017642668612,1.54456497568272,-3.07629225676415,-0.586308637221196,1.04716418053758,-0.441291300592949,-1.52881151231865,2.72749137487721,3.43818756970243,7.06799142214006,-4.52874503422941,4.59062999087222,0.968657518996486,5.96774224513123,4.26409368170005,-12915.3407780091
0,0,-2.05752607468099,-3.90520663845754,-1.58201158997676,-0.439334118921063,3.84325038190915,1.53943321636788,-3.07867916390576,-0.587818411492708,1.06255775036726,-0.418360035563062,-1.53839341631825,2.74439717815542,3.44105800330594,7.06754459720176,-4.51555044967071,4.60102067400013,0.972033917264457,5.96932153429866,4.27801119381174,-12915.3334831264
0,0,-2.05791332162752,-3.90450926957026,-1.57425716366779,-0.443493890900994,3.86206363872019,1.5271801027566,-3.07711919607877,-0.604885807022773,1.07881071728985,-0.422022000531299,-1.52623410071293,2.75541516287769,3.43856770567651,7.08968800154738,-4.53863814015418,4.60074793774182,0.987582527569746,5.98459030339313,4.26724216039846,-12915.3298250924
