beta_Tax.ID,beta_Tax.post.mean,beta_Tax.post.sd,b_Smell.ID,b_Smell.post.mean,b_Smell.post.sd,b_Sound.ID,b_Sound.post.mean,b_Sound.post.sd,b_Colour.ID,b_Colour.post.mean,b_Colour.post.sd,b_Deadwood.ID,b_Deadwood.post.mean,b_Deadwood.post.sd,b_Smell2.ID,b_Smell2.post.mean,b_Smell2.post.sd,b_Sound2.ID,b_Sound2.post.mean,b_Sound2.post.sd,b_Colour2.ID,b_Colour2.post.mean,b_Colour2.post.sd,b_Deadwood2.ID,b_Deadwood2.post.mean,b_Deadwood2.post.sd
426,-0.0035409902241078,0.00515493210486866,426,-0.465604509880033,1.02893427694324,426,-1.614007542999,0.580469856544882,426,3.82199437815056,0.433841316508231,426,1.42210127701627,1.50377488063616,426,3.50275430924051,1.11528968743291,426,2.57787565018579,4.64114163551077,426,7.29464392212437,5.75288087854663,426,-4.4525733426565,4.11750049212941
427,-0.0100808883049251,0.0131611595635029,427,-0.466412792680108,1.09901641091203,427,-1.55814276953376,0.591025826559622,427,3.87373148755441,0.423838017202675,427,1.57830429911123,1.48490436092703,427,3.47554073085173,1.14139750660574,427,2.49037089825233,4.59615696041231,427,6.00589390826142,6.15568253984445,427,-4.83930051516945,4.278221169498
428,-27.5422536474586,109.01305951387,428,-0.401967696472013,1.12686490918357,428,-1.49090010228024,0.594398939114409,428,3.87236057721688,0.425610524924793,428,1.78727279813649,1.47346789662002,428,3.61475718584229,1.13455418888644,428,3.65196363203374,4.20386834083016,428,8.10757822707362,5.14734536905996,428,-4.44874863266757,3.78106413289467
429,-0.0788630146009082,0.0451956616088663,429,-0.498092748168715,1.0208797316498,429,-1.43977389859291,0.566405874559014,429,3.85650633614963,0.427950771428923,429,1.5023431441001,1.48880800207622,429,3.74327757751041,1.09503555093996,429,1.29799571529868,4.41074229235237,429,6.89617362798019,5.6749061776118,429,-3.61603448936194,4.17334189841751
430,-6.90610768060443,13.9363632985484,430,-0.570084968706559,1.06688669212764,430,-1.51712486541017,0.570962912830674,430,3.85561751376215,0.431657203563419,430,1.55552043244348,1.50477281167129,430,3.5860302937193,1.05107625315028,430,3.52701204825201,3.92078409087451,430,7.68621946808186,4.81936558881755,430,-4.35749587652105,4.11768107741695
431,-6.87994308342526,11.9505367322999,431,-0.59901513566377,1.10229342025803,431,-1.57409762248152,0.591084998632028,431,3.856375770042,0.426040478418843,431,1.70560346818152,1.44591604555995,431,3.46987641455474,0.962769448763992,431,3.49387815682984,3.62377474787737,431,7.31719129221826,4.41290677325436,431,-3.49398610790829,3.79304112165464
432,-0.0354793260026256,0.0290237310194501,432,-0.436545941260691,1.06243620197994,432,-1.59442495731764,0.587584346042126,432,3.9045838534422,0.443838831476756,432,1.46074963550341,1.55314918822294,432,3.36452777016013,1.13322567089198,432,3.54109931429583,4.23776466059389,432,8.43066757955146,5.78580251524406,432,-5.27053741929633,4.26830263190906
434,-0.150846724355246,0.0657141922316044,434,-0.358437653996348,1.1104080084378,434,-1.59693990390667,0.586427341159253,434,3.76794299379461,0.398132979415481,434,1.49793925966419,1.46510815966578,434,3.69193204635225,0.985538665689403,434,1.80606435302433,4.00057556511165,434,3.84936626014498,5.2709844964053,434,-3.42518573258073,3.82055085207319
435,-41.5758789218569,243.775379718901,435,-0.438164305261712,0.958934677966965,435,-1.53413278682501,0.536800468490839,435,3.83446445521028,0.398916126746236,435,1.57197769552013,1.56768709686817,435,3.81124810322633,1.06859985884105,435,3.22270280548737,4.09085497115403,435,7.60195040666644,5.10893314315219,435,-3.7272306088991,3.88991638957938
436,-0.00836269565900689,0.0106495961171615,436,-0.486172233925927,1.05366233902359,436,-1.58271838706699,0.582132058496883,436,3.85728374154158,0.435420959433944,436,1.48286755635585,1.60273714924476,436,3.43911487134382,1.09438134662209,436,2.38639425925631,4.5715403782585,436,6.76676729544986,5.78926583131037,436,-4.79206190696357,4.07761437924887
437,-0.125535088477876,0.0503530284482648,437,-0.567020044675773,0.937865358658542,437,-1.57758860832606,0.580084452684197,437,3.86861204885172,0.404919800538863,437,1.38669452629817,1.61796047419634,437,3.3439297848962,1.14008374265466,437,3.51607647393958,4.02408660063395,437,11.7629070528951,5.10245121694093,437,-4.50951100932616,4.1145215075952
440,-0.0964297648351114,0.0449675739165555,440,-0.471073091781544,1.08648664812495,440,-1.53236298383857,0.52256229698604,440,3.89314807488102,0.433410421155721,440,1.3874468532408,1.50560606963798,440,3.34751851256369,1.10208562577988,440,3.11791926743726,3.74068899381576,440,10.5163210095413,5.11127193528213,440,-3.15245825278087,3.99513050555805
441,-0.00677863098609169,0.00878753719730382,441,-0.381798994067692,1.05124334398748,441,-1.52517489500222,0.54873856663332,441,3.83229670402373,0.436114793508899,441,1.46353242420123,1.48043640244271,441,3.46424173422852,1.08992973828668,441,2.64138663026529,4.65269454620504,441,7.18484405695528,5.57334369671903,441,-4.89479131872836,4.25542757093882
442,-0.0237075893717213,0.0218897459138314,442,-0.470161714191577,1.10058376503937,442,-1.50996734875013,0.556844184308108,442,3.88010093053382,0.435556085547122,442,1.59429233650104,1.54216412477447,442,3.43462006244524,1.02413341022228,442,4.03221925333579,4.75349559390649,442,7.96479718586255,5.81802120008315,442,-4.84950015693219,4.17149585863286
444,-0.0195673188876804,0.0218604566391782,444,-0.448750511936706,1.08242034959834,444,-1.55540458233277,0.568718862207691,444,3.86118160951366,0.428771808915684,444,1.42116666067456,1.48840120703336,444,3.46081775986285,1.09639433498197,444,3.46476173220176,4.54756461131702,444,7.51524849751807,5.88015600634888,444,-5.00424384242476,4.17951733681977
445,-0.0107160014112345,0.0134236060632141,445,-0.454830589434869,1.05218743989374,445,-1.53686620828327,0.588815177364509,445,3.84363592899723,0.430247165191856,445,1.42417833695492,1.562659850619,445,3.4148464259716,1.07571004719183,445,2.65845427050502,4.58816751718606,445,7.18285223177775,5.73371201826486,445,-4.69568249056745,4.32614457226868
446,-0.00476995321118437,0.00654001808104697,446,-0.502417048954829,1.05916525665216,446,-1.48685526739058,0.579367723444761,446,3.85787393470932,0.418274838212003,446,1.64704361885237,1.49755206676135,446,3.45050581033772,1.05175700688543,446,2.78054195365769,4.49516451870444,446,7.26747511642204,5.48065305351091,446,-4.51458386076916,4.08867127001006
447,-20.0708276606321,66.3707880918751,447,-0.611378160365809,1.08001488381497,447,-1.54362066929361,0.59489670997023,447,3.77210173089555,0.424819206896916,447,1.67494661354872,1.55131743767994,447,3.57671373258254,1.10208893804028,447,4.15339851598556,4.01386465504499,447,8.23857514851479,5.62967656836586,447,-4.38402767485042,3.90084999703549
450,-0.00549726019810582,0.00793698208637175,450,-0.438658148680837,1.07247038128715,450,-1.5503377425961,0.553481810681865,450,3.86189314459489,0.405902284317372,450,1.42917253327775,1.52713559599373,450,3.56021856689622,1.10189421411793,450,3.34220543436837,4.80592897213742,450,7.0789898782728,5.76325523083801,450,-4.85019475788365,4.26151895846128
452,-0.0344370123150379,0.028128566631177,452,-0.304366072409644,1.11041917280374,452,-1.53776507309374,0.589267659208347,452,3.84327343513833,0.427166704068342,452,1.40985040889125,1.48567628980937,452,3.4388287055827,1.09558262064126,452,3.56163472371214,4.53163440749825,452,7.84541044379283,5.59415732774856,452,-5.08168257949321,4.26460337783327
454,-0.00660087330561896,0.00896801282713662,454,-0.436659251139887,1.08855458211901,454,-1.60532903397383,0.60340812727647,454,3.85193195182726,0.418011328997919,454,1.57006542595514,1.60011604938759,454,3.43914827247496,1.0775641690715,454,2.6318066840353,4.52278948545747,454,6.99002690423568,5.88501740099442,454,-4.60943257227965,4.32933707797487
455,-0.0587199879704767,0.0391506614343148,455,-0.530728849464327,1.00698530586754,455,-1.59706492123369,0.55094859605899,455,3.83637273126781,0.396660139406605,455,1.51015354426663,1.59943665227245,455,3.44034723892886,1.12047640864746,455,3.15398945511489,4.44146634424296,455,8.36551743844131,5.29870218193249,455,-5.5575888753348,4.14267238417656
456,-0.00397658631754762,0.00555758883369578,456,-0.460690917235599,1.09300571451424,456,-1.56972113876287,0.59914749642589,456,3.86198519548773,0.405584674611802,456,1.58413259943366,1.53873087012548,456,3.40268613307058,1.11275164556673,456,2.6519774884149,4.74028489379207,456,7.16262420945476,5.98674479332416,456,-4.59620341420087,4.09511131737886
457,-0.00409343613431561,0.00568919776111101,457,-0.43975176992213,1.062182551467,457,-1.59172140275758,0.564133708565923,457,3.8334944360526,0.446156149568138,457,1.4991100765974,1.56153481170669,457,3.5533222553488,1.10688405048207,457,3.20882908594716,4.754303047814,457,6.79269317657596,5.74141091533817,457,-4.51772138220978,4.19570543730713
458,-0.00436663791270143,0.00608487273901742,458,-0.511013911371445,1.12264624075825,458,-1.5853915363248,0.572873954017589,458,3.82347215587823,0.435168180396272,458,1.52476348478176,1.62332014732844,458,3.51285236395327,1.10257653738126,458,2.75999666721865,4.71187928846776,458,7.20607080732037,5.8451316776398,458,-5.19260196557563,4.01558309718665
459,-0.00313835802884038,0.0044320135309694,459,-0.48012322193202,1.02622273443534,459,-1.53916653434693,0.553490971188507,459,3.8742727382822,0.456276905073141,459,1.543131528002,1.55442569583876,459,3.49213310974149,1.05354047102789,459,2.63896814155345,4.6210971695694,459,6.5290226734608,5.35870391325683,459,-4.70099798674171,4.34613696319923
460,-0.00446558893781255,0.00627722937892726,460,-0.428207980019117,1.0816121362672,460,-1.51470884041639,0.588718364285572,460,3.85916501242617,0.450465170651075,460,1.62013854254534,1.57615322670299,460,3.4935605065506,1.13566127872794,460,2.33261633265651,4.90776449363728,460,6.94688226684813,5.82651611378615,460,-4.67214732939611,4.30067404788708
461,-0.00370692425325881,0.00521921522496356,461,-0.475587926745925,1.09345876417791,461,-1.53615256497549,0.590480413951875,461,3.8712946413915,0.414405094137581,461,1.49459431619719,1.52168968142898,461,3.501983398199,1.05165440985838,461,2.74177657884804,4.31971117290244,461,6.67720510463635,5.73029697330754,461,-4.72343715445484,4.23891486752132
462,-0.0103596702536604,0.0126468474221144,462,-0.502842956003701,0.996809160042508,462,-1.58312204852056,0.563339780113832,462,3.84660375585313,0.414026832027114,462,1.5341544706331,1.49737794277932,462,3.44793088114775,1.06970854048492,462,3.12928357861579,4.51169098016819,462,7.56029819616206,5.58336371374474,462,-4.01021062299767,4.2417271773827
463,-0.0029164472079183,0.00414021772213899,463,-0.494825545625797,1.09281039820654,463,-1.58402148161252,0.60163019066794,463,3.85545381244548,0.430235920697682,463,1.51107823462608,1.52497216860437,463,3.44316723032586,1.09490613498707,463,2.45036370787419,4.37267965599984,463,7.37266492098666,5.7709838428777,463,-4.6776111104424,4.14269379142738
464,-0.0084630709519477,0.0112448282709327,464,-0.488666493186945,0.998951064513953,464,-1.52029785999135,0.599058439385012,464,3.87141988056012,0.418442824757173,464,1.45273174349399,1.53673455257165,464,3.55364934048761,1.09009950192139,464,3.3594464038668,4.90369997014453,464,7.25436074078846,5.94779763130232,464,-4.68610458971299,4.16897854853915
465,-0.00426884565660202,0.00578128573292912,465,-0.417254613844716,1.05517409225314,465,-1.52978874278871,0.556131352002786,465,3.87445743324912,0.450239884645118,465,1.66039916173373,1.50240454441054,465,3.3982253958325,1.06186051403581,465,2.49892539440131,4.63908587517529,465,6.81470259639684,5.85465882803885,465,-4.88438286897312,4.07120541364425
466,-0.0076595293411656,0.00996400112161052,466,-0.502574211374465,1.04315413089769,466,-1.53895750496197,0.584025544816806,466,3.83167107056208,0.417798399964703,466,1.50737749185926,1.59022024554357,466,3.49153565279739,1.03717164755804,466,2.26452246822887,4.46894497972836,466,6.95835483989374,5.97220407868218,466,-4.7941649453433,4.06785938633142
467,-9.1230816253865,21.6388181443509,467,-0.26336029296734,1.05002820309877,467,-1.54208713922461,0.470108866321056,467,3.90723770161344,0.451847244297118,467,1.63033585617145,1.59850087427987,467,3.58318802906125,1.11109446093826,467,3.29659873393256,4.13509642471318,467,8.77756710560872,5.72220144544057,467,-3.16594344470588,3.67715481879115
468,-14.0189376546539,37.903711503838,468,-0.483516337523574,0.989073023681719,468,-1.50275901512601,0.529028287319782,468,3.82384236551277,0.383119719709776,468,1.46283967456273,1.38373775693739,468,3.71278752016902,1.02363907066735,468,3.39563280612815,3.66974117447633,468,7.6705428897456,5.20337592290744,468,-3.94989694943221,3.67710162470983
469,-0.00559640921910005,0.00750037456181705,469,-0.449410598447058,1.02907873522837,469,-1.5459450052959,0.555989546115832,469,3.8300408825193,0.40533203582741,469,1.45498961343457,1.53213208604541,469,3.43433184526572,1.06870744490578,469,3.28615970650492,4.37363790045193,469,6.76641243050173,5.96916868395983,469,-4.67217497838239,4.30202031277655
470,-0.0115600939571832,0.0137120663092967,470,-0.463304517675161,1.06753078647725,470,-1.51366482988726,0.57347064861821,470,3.83372966395078,0.425607621587847,470,1.5817474216268,1.5227664558563,470,3.48499251510663,1.14745608969165,470,3.02692946496674,4.60244692323502,470,6.15953152283511,6.10865107062118,470,-5.26693478211131,4.39027776287909
471,-0.406897683824428,0.175045035188224,471,-0.129481764075948,1.10048583931111,471,-1.5452294211864,0.571675350193757,471,3.79688861404821,0.402296372196266,471,0.849655189283043,1.70481317978894,471,3.53892876192171,1.00261602017151,471,0.593016295817783,3.52421758915756,471,9.64122762208501,5.3373003858814,471,-2.60410589856262,3.63300346429853
472,-0.00597862678730534,0.00824108427219908,472,-0.445361275117243,1.04515138297261,472,-1.55253014280425,0.591758609742703,472,3.84929771494019,0.425345593278847,472,1.48949496723532,1.45802111343127,472,3.4227569935244,1.09664319805552,472,2.67479668151944,4.31979002926828,472,6.55825904963941,5.93375526178778,472,-5.00006056182509,4.41682357376887
473,-0.0341778226563842,0.0288485887554973,473,-0.434839420442624,1.10170198977113,473,-1.54308126449785,0.605073538423177,473,3.84765618305454,0.407580779388583,473,1.55061380805474,1.5696569202875,473,3.43579952714245,1.0321093729684,473,3.11097350701849,4.66213913508739,473,6.79708483756733,5.84789718300845,473,-5.37792134664423,4.30814955956036
474,-0.0603782684624134,0.0372484045593811,474,-0.465152175800233,1.05161948653343,474,-1.5780625640192,0.593036912406085,474,3.85111087218266,0.4241945725033,474,1.60923038500477,1.44869587664986,474,3.63495408438487,1.08851479602434,474,3.93189086919807,4.16455774029043,474,8.42590659767789,5.87023910153846,474,-4.01257991804692,3.81994178080652
475,-51.5731547152954,413.666116050799,475,-0.342773962827192,1.02411627943606,475,-1.56606768572495,0.62605050029592,475,3.86215651713501,0.395045096666134,475,1.5671923227251,1.51071587151249,475,3.74844494139979,1.08436822384421,475,3.17250528413379,3.9672191467103,475,7.31814926744774,5.12900604529695,475,-4.26201060445467,3.57787388250579
476,-0.021447495434394,0.0219499345717763,476,-0.485834235728013,1.07077176946581,476,-1.53659147914532,0.569397010906887,476,3.84328899784966,0.418071561191389,476,1.60058662135349,1.54710446927232,476,3.48696626460747,1.07704827521599,476,2.64426973116462,4.38226574297597,476,6.39061591680394,5.8899548128387,476,-4.47712163354397,4.14287514335536
477,-0.0225193424474122,0.0249877989484556,477,-0.456026510897527,1.08046702962838,477,-1.5666073479751,0.569540297796095,477,3.87901257290645,0.415009777257203,477,1.59895537511089,1.51604307457548,477,3.50908288773642,1.07542432628971,477,2.87496476057465,4.19880140311953,477,6.39469141265843,5.85737396016351,477,-5.64672249765473,4.41360726189879
479,-7.26022130700307,22.856500524623,479,-0.38043408270842,1.01526589454575,479,-1.61390103163831,0.603153989255453,479,3.83081803173446,0.434245812079981,479,1.52777481069112,1.44163089734819,479,3.65259581232603,1.04852738941023,479,4.2019061199048,4.19867020519831,479,7.85078810521941,5.20002163687191,479,-3.79493548128369,4.10476550482631
480,-12.234247076176,29.8196003159278,480,-0.342211930550242,1.1066981981417,480,-1.52097616259393,0.615895859230114,480,3.83119878479277,0.424672512471634,480,1.45462863741285,1.54052408362384,480,3.6206194136546,0.969283250788174,480,3.5245899841632,3.73554292596222,480,7.53858848988201,4.90045854439169,480,-4.23550162633786,3.63042993135486
481,-0.00752524300605193,0.0101186714451054,481,-0.44733574297289,1.03464613467054,481,-1.53180800556287,0.583994555284999,481,3.85443709088339,0.433084891274672,481,1.50683218521787,1.52382928437564,481,3.49897158950704,1.14160803949423,481,3.08740653916547,4.66823975739255,481,7.30353582874945,5.9985425172094,481,-4.22975913744819,4.20664223747232
482,-0.0104122432926814,0.0126847252156556,482,-0.479903996193847,1.0391365377039,482,-1.55353509304081,0.563295891532868,482,3.86374102522503,0.395065543326234,482,1.48703279430934,1.51758947582002,482,3.49849133257204,1.06202288143633,482,2.91638820762862,4.66725671655553,482,7.25148092241248,5.49480997888354,482,-4.58865681106137,4.15109748046714
483,-0.00239914725780915,0.0036791312098769,483,-0.409332030922439,1.04677428776362,483,-1.52169524266791,0.565322760935213,483,3.84839979709951,0.417526112927649,483,1.51795904972227,1.49846049866381,483,3.3416760544102,1.14824107357851,483,3.15171162089442,4.78509226262236,483,6.60371191460209,5.89951595695007,483,-4.66977592815688,4.35909870331714
484,-0.0117254669956494,0.0148333551271139,484,-0.412275820913033,1.1307897715149,484,-1.53433022040192,0.561045441040224,484,3.88245227451647,0.419916037215774,484,1.52810290345483,1.51987256793376,484,3.50247463187663,1.09016532014077,484,2.27638925696161,4.61510440466966,484,5.69520677902591,5.74347352270884,484,-4.65156865512376,4.256663592323
485,-0.131912038168294,0.0536711409886795,485,-0.2994930466681,1.17646206502196,485,-1.4751623479308,0.572197240681253,485,3.76812218062667,0.406190477510991,485,1.25363492443944,1.47954570445262,485,3.71595919110212,1.09956205708544,485,3.39446745445853,4.12973074613249,485,10.7046750032575,4.84792085913136,485,-4.07676288028221,4.05322687478172
486,-0.0136069171803697,0.016006862233986,486,-0.450690437971134,1.1328549588726,486,-1.60170921568619,0.572262364400137,486,3.84705777577039,0.416973826972789,486,1.49396621898111,1.46855731373354,486,3.48241933937013,1.13553769317064,486,3.0582320952185,4.57161212874302,486,7.25094081800561,5.679288494877,486,-4.97534745087015,4.15208878031058
487,-0.0351303059623646,0.0307788621388382,487,-0.370928986139626,1.07888247868091,487,-1.56282314830079,0.584125145886178,487,3.8520350428781,0.389542936231273,487,1.55178841014552,1.44185710189577,487,3.4704578048385,1.07450310934521,487,2.35937076694354,4.6297346971858,487,6.38153471810446,5.743634710324,487,-4.6597360975614,4.11457118057115
488,-0.0320560213529315,0.0278852851529784,488,-0.500837819536236,1.05941706621769,488,-1.55238215779881,0.554671594985309,488,3.84625738110041,0.395908505158686,488,1.38582683618234,1.51239380189942,488,3.49123010953496,1.12741821821592,488,1.61306215371501,4.37198750951482,488,8.02660693399682,5.93245632647659,488,-3.86718489853255,4.18546897515351
489,-0.00757701824665839,0.00985732043703769,489,-0.463607754469201,1.01363473989459,489,-1.56607821225372,0.586340135318691,489,3.8226325826558,0.425855818392281,489,1.45404671778436,1.51126182157379,489,3.52515019194264,1.1176078623858,489,2.50131038258714,4.66145355180809,489,6.62272653585599,5.74254667125901,489,-4.35189160645169,4.0138948990515
491,-0.0593538564443005,0.0377961217826487,491,-0.547698039588333,1.04177856288567,491,-1.47317012216318,0.581749513032703,491,3.81730033627897,0.416801819174963,491,1.67354546476661,1.65036112049176,491,3.3820844866617,1.12860737543312,491,3.76842488412564,4.76626151801835,491,9.37239750984964,6.04952337219515,491,-5.8076420151815,4.51326080256229
492,-0.0178658643665645,0.0188039017739008,492,-0.498750018195876,1.12625871942414,492,-1.5603115564858,0.594037702529557,492,3.8556663543954,0.441629439726892,492,1.53077065184479,1.51336029695977,492,3.45866611970689,1.05302830399778,492,2.23589725084461,4.54917726186508,492,6.79820550367685,5.83958843718577,492,-5.31729374583836,4.29954051676699
494,-0.00809032048574484,0.0100507487431689,494,-0.479251809438794,1.03270845847754,494,-1.56532083999515,0.575691127762091,494,3.82240869694895,0.408241523489287,494,1.56953705321707,1.55706371091053,494,3.48427878671175,1.11810924389196,494,2.69358537186586,4.39560514017746,494,6.69808404554575,6.12296267400145,494,-4.27317285051591,4.17213778154709
495,-0.100347060337021,0.0409196332921856,495,-0.588616675732428,1.00752439816867,495,-1.66008447302646,0.560384173608337,495,3.80311354840396,0.4620845011695,495,1.39065281184053,1.36572423365547,495,3.80019499545418,1.34444693283645,495,4.070380806943,3.75220454775384,495,13.026163727956,6.98546106094774,495,-4.04099584795326,3.75599798839045
496,-0.00542026092026632,0.00745179575471958,496,-0.398964339393933,1.11391945756883,496,-1.55470897385124,0.555401111869823,496,3.83129721372238,0.404477535864496,496,1.49128805713874,1.53832594984252,496,3.4143744938853,1.05750946162773,496,2.63241593069832,4.62614135971209,496,6.56295632232846,5.83061618212282,496,-4.57332011948436,4.1842356713645
497,-0.00555479849294501,0.00773294050873378,497,-0.397354739364667,1.08257074717949,497,-1.5585055908337,0.590621511668369,497,3.83837296807409,0.43389136190749,497,1.37866235837211,1.49628198491161,497,3.43700245062906,1.16137214987402,497,2.7208864787455,4.56341089676314,497,6.94454831644702,5.72477604437196,497,-4.60939139079817,4.23302867145433
498,-0.0125678423407695,0.0156762636302211,498,-0.428702082478392,1.0640645983689,498,-1.57638246702031,0.584454403080671,498,3.84783956560734,0.432569344435908,498,1.59311268855446,1.54002267975599,498,3.41500159117284,1.10946952000011,498,1.77179241504468,4.62657656168119,498,6.48118002105815,6.0502248503501,498,-4.29218250174833,4.15386068135502
499,-0.102779254919025,0.0435677479185106,499,-0.357119232162076,1.05995355498618,499,-1.52013454287268,0.548347002609311,499,3.8992454110584,0.405717554061117,499,1.58702178138175,1.69179816416519,499,3.42970007291689,1.04692927327645,499,4.14286560116812,3.86960553028468,499,11.3088434779645,5.02268500570839,499,-5.39567957768648,4.01396252893608
500,-0.0137094497249207,0.015894307130975,500,-0.469978417737388,1.06392597542058,500,-1.55690840058078,0.587903041150445,500,3.84303185891638,0.41091632538494,500,1.56750178716221,1.50995103063153,500,3.43555387871765,1.15380290601327,500,1.4684044413432,4.98803823905047,500,6.78652079407497,5.87504744643474,500,-4.59820156269076,4.04730550296732
501,-0.037309902318128,0.0283542693333829,501,-0.414374662078574,1.0090217391922,501,-1.52770998677518,0.574253091204393,501,3.84672400759847,0.406294563569377,501,1.36246717234402,1.57321659172375,501,3.53333013887618,1.06411771369629,501,2.65027476343078,4.47562670803933,501,8.33418221365606,5.45439554816319,501,-3.65728067675099,3.97202126175581
502,-0.0174731529531981,0.0201923216984016,502,-0.376218360720986,1.07832078063958,502,-1.60614696772429,0.57317274267107,502,3.85786426800644,0.425285005574485,502,1.63146844407283,1.49763084933651,502,3.47723661848061,1.11584149837517,502,1.90430531634942,4.67870833020309,502,6.07627680459699,5.88497283287293,502,-4.69900423860877,4.21959683889043
503,-0.264586624831142,0.0827750013493416,503,-0.325738116740136,0.937985781410993,503,-1.39621279909869,0.586606560944286,503,3.80118442182923,0.371919850585837,503,0.896247817986722,1.34168390011767,503,3.64920364017508,1.11378292060276,503,1.26544276186727,3.99309618564651,503,10.3816576558324,5.44779891315405,503,-1.34217599491241,4.05872334270184
504,-0.00711649109066349,0.0098954341538563,504,-0.496115402185169,1.07449497345623,504,-1.52608060558777,0.583929317283723,504,3.8473005276042,0.428039205621094,504,1.4732492054341,1.56255896965344,504,3.47965171935244,1.08324798572975,504,2.22978868599622,4.76986157668333,504,6.50212400422835,5.44818687810841,504,-4.50614808236461,4.22427210870441
505,-0.129831862627833,0.0490840060007482,505,-0.439195619871837,1.10030215280944,505,-1.44890765204411,0.5776448023371,505,3.85804785260472,0.397136698370591,505,1.63895820738622,1.52202816950736,505,3.65415391342817,1.06912333097252,505,3.11385457997876,3.5948590876723,505,11.7111619743877,4.89044222525232,505,-3.31567681912547,3.91665611474611
507,-0.00958844345218239,0.0128214541637282,507,-0.501547260736387,1.0675753936246,507,-1.56634594921571,0.583694913327654,507,3.84478704492287,0.420933633990561,507,1.65514791930446,1.56829533427043,507,3.48314669888321,1.09727875836271,507,2.19192182377887,4.57795816336168,507,6.04647627408142,6.04971824129529,507,-4.57297768136701,4.26878050574619
508,-0.00283101170356837,0.00430939248183565,508,-0.544821615772803,1.09020415128774,508,-1.49969375689588,0.607260810311102,508,3.83588012220313,0.424625131497834,508,1.54116505294646,1.48833391637431,508,3.51298484958534,1.04325905115744,508,2.56940497291827,4.95021683678222,508,7.451937355577,5.48887255113165,508,-4.45913297243112,4.09508487985956
509,-0.155761372803138,0.0548983197903402,509,-0.551459972854349,0.950410654171684,509,-1.67620801778159,0.494921177977552,509,3.9738839267827,0.42442703411294,509,1.34113143088436,1.47532346570528,509,3.3526260987988,1.06619342064476,509,5.81254395768496,3.96550418683145,509,10.4777785581642,5.11740122814164,509,-6.70266142384266,4.03132442271608
510,-0.0175955457042443,0.0195186160243808,510,-0.444725070762736,1.1166152977857,510,-1.57398539191077,0.575386773954123,510,3.85829022198748,0.414087858740582,510,1.47453159283518,1.55714514938546,510,3.58016334216651,1.03621996427392,510,2.21379923519311,4.42597133317432,510,6.20938387611631,5.62135265091411,510,-5.2487385860585,4.29809399826342
511,-0.036265635074823,0.0307514250229782,511,-0.403153400743693,1.10535337035505,511,-1.6054772887268,0.583553470738331,511,3.86668064693317,0.423368784396022,511,1.50575903133548,1.59731941356518,511,3.38874681057232,1.14257355029529,511,2.85025044556692,4.27675103447292,511,7.8822012121751,5.65807864343688,511,-5.48312955875411,4.19004171301773
512,-2.27235953574732,2.52649493547342,512,-0.000440048075830956,0.981491508456306,512,-1.24719533261245,0.886458070733946,512,3.81556258360633,0.336193161109783,512,2.09600059179811,1.37443808781436,512,3.23503022383829,0.856085772728897,512,-4.52620650345996,4.14753225265029,512,10.1754307505174,3.87185600531516,512,-3.00504597238177,3.57416474521207
514,-0.00225603063282351,0.00320337459150755,514,-0.509595269621239,1.06949947465599,514,-1.59596685206983,0.588584375928573,514,3.8897267092863,0.431878635891027,514,1.50889488087551,1.5407337603756,514,3.4707755400996,1.08043875384175,514,2.58553527738316,4.48546740703439,514,6.40924725663248,5.67584541238236,514,-4.48055269124863,4.18706913494341
515,-0.0560678289094501,0.0384239795529988,515,-0.350606196566869,1.04686961819676,515,-1.54245770384963,0.579366239471271,515,3.85808038267386,0.403780039026356,515,1.40247183124027,1.488420987323,515,3.49533768067615,1.15576546990947,515,3.36444014989341,4.57304209043482,515,8.63058523454707,5.82784856276763,515,-5.8489169542239,4.24969362204903
516,-0.0197329294500766,0.0204469676375621,516,-0.489302576118504,1.06048560386622,516,-1.58250010342435,0.549671969798546,516,3.84934680762711,0.428838826918524,516,1.514389078025,1.58171160659323,516,3.45695161983968,1.05898113262219,516,1.86345378341099,4.71681371030331,516,7.29591408197551,5.57706902657467,516,-4.14116927289495,4.21360159045454
517,-0.0201897200682729,0.02591281757137,517,-0.533438949855227,1.03186303750981,517,-1.57177269589092,0.591102413037623,517,3.84412628757146,0.40671964171397,517,1.56582936945251,1.55316112572022,517,3.46208209803633,1.06372236476965,517,2.37119080890759,4.54523488426942,517,5.58178029096991,6.134182952505,517,-5.91141383776084,4.5684457515762
518,-0.08786455503722,0.0479959793210575,518,-0.466728652102086,1.12934354247711,518,-1.56542119625726,0.554275235925919,518,3.88273169146565,0.402044300777388,518,1.49367765329414,1.39223053221923,518,3.6216015825677,1.12972781860347,518,6.23653240502673,4.91488678495254,518,8.98794806128741,5.63455627176482,518,-6.82264077487172,4.62360681554998
519,-0.0124413573616631,0.0156094402854129,519,-0.397808492190835,1.07022979238432,519,-1.5572291967012,0.598869038492677,519,3.89854514226315,0.434012383037079,519,1.40150199057357,1.56221022142417,519,3.2693708538728,1.09506064643846,519,1.40157009306915,4.81587725676746,519,6.5507907992989,5.59756562282767,519,-4.30880267532401,4.21441788493728
