"asc_A","asc_B","asc_C","mu_Tax","mu_Sound","mu_Smell","mu_Colour","mu_Deadwood","sig_Tax","sig_Sound","sig_Smell","sig_Colour","sig_Deadwood","mu_Sound2","mu_Smell2","mu_Colour2","mu_Deadwood2","sig_Sound2","sig_Smell2","sig_Colour2","sig_Deadwood2","logLike"
0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19947.3307435342
0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19947.3307435342
0,0,-0.23936761010825,-3.38348005978507,0.103926164928461,0.0954656447076998,0.0828707543570631,0.0787525320866539,-0.000602325709226925,0.000127348627830745,0.000383193578604246,-4.07515930897875e-05,2.80441738303731e-05,0.100219543023749,0.0899537599160681,0.0861223151919359,0.138042587745389,-0.000275849759937821,0.000247345516362137,-1.26068756801619e-05,-0.000241658729322803,-16994.9793273441
0,0,-0.190797993817876,-3.34856748206095,0.16692668672546,0.0932003318380084,0.064565210273657,0.0796691442579696,-0.00575629314025489,0.00103201272129743,0.00167593526789054,-0.00036957989234151,0.000163505488539895,0.156852134456878,0.0919646181816659,0.0589839263759347,0.327355723690923,-0.00168359549867329,0.00136307817992147,-0.000960258204260119,-0.00118354930024774,-16875.8488501936
0,0,0.0467880329035906,-3.24148922490201,0.585798942170034,0.353805897099466,0.125787427705291,0.423765130242598,-0.353740267672014,0.0127183638553248,0.019201059720677,-0.00383220793433419,0.00182529165832886,0.257015659414003,0.0177575791454232,-0.144963729202456,0.548698058114147,-0.0311756172582678,0.0187345414607135,-0.0169309953283441,-0.0195638027450463,-16194.7786550375
0,0,-0.310235315477646,-3.46549664364904,0.652222787035687,0.413028844551267,0.132189469483387,0.452589130570543,-1.19943539794059,0.0160186608011428,0.0249427835441432,-0.00438478377552887,0.00374375112276257,0.462303394176612,0.271600386733359,0.133748346327305,0.799615440282225,-0.0630541135986041,0.0326173374822193,-0.0312008020680288,-0.036290991483976,-13676.4989983059
0,0,-0.935334423851956,-1.73069344962678,0.23476866591858,0.554403725247845,0.391774181920645,0.607958475889176,-3.14321231340951,-0.00251110880339254,0.0125873970912457,-0.00400261374031676,0.0217869028980782,0.419832958778744,0.0924405740880417,-0.0633953837127044,0.416183520076355,-0.22732933750183,0.0300944694595511,-0.0744252533534714,-0.0364450319452986,-13271.2045247457
0,0,-1.29231189081731,-0.816552314855223,0.0485581627711803,0.162153368660299,0.203122071039723,0.248489904416987,-3.32522732690151,-0.0156652317182321,-0.000492963670524193,0.000218485117637674,0.0358646927078678,0.233807644477484,0.416681918018609,0.335736693438951,0.840583261379017,-0.579183676199766,0.0389553323852132,-0.177276364795632,-0.056208000986937,-13168.697797095
0,0,-1.50792255069708,-0.744909590777766,0.0694692483714406,0.0813647091023524,0.251015484605072,0.220326386218728,-3.31409140527977,-0.021047794996032,-0.00548526075406881,0.0011935495410455,0.0471038352353545,0.251159845152051,0.320133422599295,0.300615938541104,0.905788469311866,-1.03806679061445,0.0543566816835348,-0.310600265164417,-0.0844042090386825,-13088.0048278689
0,0,-1.5281629504253,-0.77296043426006,0.0467425641261463,0.0419335158392811,0.192441317226083,0.173273634627813,-3.34579247783379,-0.0273392652372043,-0.0119790237805168,0.00117624600799821,0.061412519507974,0.192017257718692,0.312605953094448,0.298077133278813,0.840334470630422,-1.11313411912534,0.0785406460061314,-0.49897346121555,-0.131132384252322,-13062.7984705501
