....1,....2,....3,....4,....5,....6,....7,....8,....9
0.961253634716407,0.530554141982623,0.993025020812441,0.853988421218028,0.711098623818084,0.0442405084533281,0.133691212550609,0.253303971534097,0.729144226481423
0.874118809027328,0.800434780174142,0.147278741392837,0.225579402576271,0.456921245525022,0.940033966216284,0.994777501765038,0.622519179481932,0.134057670363359
0.90248420460032,0.313290145040536,0.715581515173519,0.233988358907168,0.0701973357906748,0.948373019597051,0.199477615518635,0.711724268787917,0.944032792091305
0.936443226374018,0.47909371298978,0.720219420225611,0.987968183853696,0.221892777363638,0.124321514640441,0.921480877556069,0.092661600610518,0.0509289338384059
0.0285207596359331,0.963190211598645,0.874552392256288,0.363777780041156,0.882923869868203,0.463728895919234,0.419554346644462,0.459251283908978,0.341784031034868
0.910650077489724,0.0606657462707497,0.179999535468624,0.354116058368249,0.384493084937775,0.1722793863182,0.0151144222781487,0.406116124011749,0.649087027148438
0.953945530550669,0.213194088703264,0.0495899063660225,0.852638504969737,0.337356346221832,0.758182712640732,0.231525988094845,0.190618937460085,0.0370000751458504
0.831973342429395,0.740337840077339,0.440495735460177,0.804293446250757,0.991568241893777,0.746050732470565,0.599006504988214,0.518814962708604,0.878570567443379
0.775768060025449,0.377392968617509,0.470002514244315,0.207475655037206,0.351374675556246,0.479988320651538,0.817630612548345,0.957069756547512,0.725760721040293
0.901984600082166,0.362928739121175,0.544049446168377,0.292516302205076,0.655328495506747,0.707977840911366,0.0297359163042967,0.341960106186765,0.619214059137434
0.735557213938512,0.626078222735339,0.458728622805441,0.203891190850113,0.014416691951599,0.100109685269185,0.322235711100884,0.779668603484701,0.250374254695934
0.617557936810675,0.93468092782556,0.416820558287571,0.791607398980804,0.361091062221121,0.915086010854043,0.132332933025371,0.104374313495274,0.160107005592801
0.566181989961273,0.072581868263327,0.406619330138252,0.865908484156397,0.321582908963579,0.677188424539359,0.806589613866981,0.871173247096681,0.0803108515138593
0.94934755276268,0.169555976830189,0.393741120883756,0.93189274547166,0.560529467649649,0.328810563083703,0.230852657828921,0.831646377233365,0.563844248394381
0.908142561102733,0.437330299959205,0.112800662571009,0.319406404534229,0.973688791191213,0.613113472777356,0.29663576226673,0.630659079079946,0.666362603236409
0.964722733141625,0.155034985831051,0.621608129974489,0.0815944371110043,0.540707500203784,0.0481221732481202,0.20463161588233,0.265976864640345,0.157330652574048
0.97276415134288,0.393254178358303,0.209739997475386,0.979590949053442,0.40258757886256,0.313283122154209,0.80122280243735,0.406641875425618,0.71845731646368
0.918336945311077,0.778789651091188,0.256712219004254,0.372476535645375,0.655026888216877,0.174907374423865,0.216125703510379,0.753250650901401,0.978087873411795
0.833370181374659,0.410248989082664,0.084258462861726,0.673959256871996,0.530586188684283,0.993213350509442,0.0381883522925358,0.621317951095816,0.501063555832316
0.00651183176395243,0.0770268641635936,0.493613093140352,0.592079770461983,0.514534338241344,0.231604809569411,0.407496320957314,0.301730622385829,0.796066555179498
0.643884157583431,0.361624590954789,0.0571299491136053,0.897364060096592,0.542183513601146,0.818848655533219,0.836747940823535,0.317381615882197,0.00786663341078753
0.906881124528534,0.210444107304558,0.205183444607652,0.753509823370187,0.311267038823911,0.474162363838171,0.741941437469935,0.90766577148153,0.240187495974741
0.719196184932278,0.21776742353724,0.41678965654027,0.71127613842456,0.664859204147503,0.20193644582941,0.452224914721813,0.833420121281882,0.830405380267325
0.6926618164531,0.298639735896703,0.56480562125344,0.951016689003422,0.0193432158434602,0.11734733612796,0.884616275039619,0.974545466540705,0.340969355453636
0.987060338267563,0.434470863647665,0.169481364307003,0.662765521087457,0.786220310721335,0.485991241989295,0.443265794791397,0.239492558431085,0.474126508783642
0.600178887653953,0.390401585783852,0.0880653643011628,0.703239726690752,0.0531850390760669,0.838145611332895,0.74917125717953,0.875558432625498,0.728736513363332
0.976398749562702,0.417353091764545,0.229888649608373,0.742306718013862,0.904669826218676,0.499852751917072,0.91733871696424,0.571585819886623,0.237542795717167
0.731940376986348,0.968174874588438,0.966199225453947,0.113972023984855,0.83103705283552,0.180711888524266,0.609537471478394,0.251252697520496,0.597631615181086
0.490213702206476,0.752839807863406,0.170999788334629,0.859498807606963,0.284443699771886,0.922511072352996,0.366804910920456,0.255216833222338,0.241434547531272
0.982600685598181,0.378349747524399,0.263929654763369,0.11825127874429,0.973508660603432,0.57185708060015,0.978253762634426,0.937760938020688,0.422767268843458
0.951529791952395,0.212609248826708,0.667947281559121,0.391976197998281,0.562473280824393,0.672836402325806,0.980872495250629,0.195863367217971,0.284548166427214
0.979633837535735,0.0257732441520744,0.69589879993178,0.867246003734972,0.30534607488052,0.0831274333811247,0.973721128862274,0.976302521450716,0.683644829913284
0.884546143049178,0.771071795700337,0.837623099645932,0.0958296937208261,0.131728371424029,0.860386496565313,0.616989955860636,0.0773375303328847,0.586400781046141
0.891530969464728,0.590980903397542,0.045373647345485,0.779559188046212,0.972216211098719,0.41821345083343,0.772114116582917,0.0323703157739814,0.017901476494768
0.726294334770418,0.670562252133917,0.141405572888223,0.875076901428302,0.340790801223355,0.537385962512811,0.907491361300808,0.198972245925645,0.560615826749564
0.890956671505758,0.0123439032459841,0.811959162754979,0.467244921250744,0.183032364470203,0.836968623096708,0.936970643187171,0.052185058036502,0.130167175663438
0.450733377263212,0.0737381048791707,0.320505748602192,0.174138853579405,0.603321153953782,0.750521284819066,0.710891452209158,0.408608954505606,0.778627024772153
0.963213230514942,0.082351720898911,0.647160167619864,0.0804636741464021,0.210778626674419,0.0910917874512276,0.621090813075056,0.543293064016162,0.528348824993513
0.808755963085177,0.0449296361416973,0.560114656667973,0.567307647645933,0.961600719125623,0.435999611073903,0.790143573686038,0.530148880359802,0.38574223124262
0.776673812949052,0.304227796000186,0.835324815251443,0.759875580522498,0.918134621769233,0.793163316249834,0.695482219111872,0.296574522965549,0.140067362571304
0.843035463046757,0.624981771772641,0.331955649217733,0.743488221967517,0.898066409841903,0.937788651901685,0.012678883119243,0.00259508336332681,0.467968163999368
0.829091966494164,0.544846586569844,0.673950985585714,0.332536754058369,0.0834281977214679,0.705527620004196,0.786564842701786,0.00925561712869194,0.605539131673702
0.997409102460935,0.842010282780415,0.566081937789529,0.152629672125514,0.9760496752957,0.63588019800853,0.090709993996251,0.805463722733105,0.0335209444342137
0.973584578437686,0.873755223409506,0.653137537754251,0.0953138973547707,0.727841507674447,0.984856456339593,0.359024709808489,0.160534784536825,0.165403960826952
0.799712512059704,0.845999562957379,0.491231051986984,0.716728661797114,0.448932929279165,0.310918647735771,0.224465804976781,0.936201028847032,0.126705220477355
0.858681700831594,0.308465063746935,0.643824109766124,0.740064380442184,0.598898445495664,0.331075470832797,0.805245318284528,0.72007154819392,0.537166889828591
0.640838619995674,0.633115487934934,0.165428661546427,0.488497111948057,0.764127481533331,0.899960417480144,0.372526486574871,0.466688923380618,0.585766480321388
0.940621423594026,0.972443251794852,0.0753842554733801,0.908464421985312,0.0182621151968628,0.215336331504151,0.402970072153392,0.119509089984384,0.148181267097642
0.649826550549538,0.700600327096569,0.434061741891126,0.34287159018573,0.96761313930861,0.602109633611063,0.075011665731934,0.705393298897098,0.953808032466096
0.991675177638063,0.113584283777942,0.409512956072747,0.672177943481678,0.299688638101266,0.919135189189801,0.625387339027841,0.0766641033188378,0.0500173334726212
0.857142812962525,0.688585987032037,0.649110311319171,0.0158012086015461,0.53673132899304,0.657787324512665,0.136929442331002,0.866953736234552,0.342108206766686
0.502882637699808,0.0148900013806339,0.605613305025266,0.218236503441438,0.743854404896535,0.982463094298405,0.89264067254835,0.0394549368257037,0.788937058739434
0.787403723047736,0.786863236750877,0.939646328154669,0.144562295582576,0.622232036103057,0.581536588208995,0.753646520130176,0.714157496688383,0.982211306419412
0.809762216161537,0.720297696663413,0.993200105832226,0.965911514298214,0.0120501789787671,0.555038628852179,0.114395268743067,0.33053074135266,0.240854908706362
